__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1778157009.208586,-0.243393429,0.009178061,0.000000000,,,,,
1778157009.208615,,,,1778157009.208400965,-1.584543370,0.604062343,-0.016261144,0.166094957
1778157009.209563,-0.247842047,0.007869366,0.000000000,,,,,
1778157009.209589,,,,1778157009.209382534,-1.583951402,0.603819365,-0.016098301,0.166102672
1778157009.210566,-0.252062689,0.006628366,0.000000000,,,,,
1778157009.210594,,,,1778157009.210384369,-1.583344611,0.603565956,-0.015931305,0.166109335
1778157009.211572,-0.256386723,0.005357323,0.000000000,,,,,
1778157009.211598,,,,1778157009.211391687,-1.582738539,0.603308395,-0.015764429,0.166114717
1778157009.212550,-0.260703324,0.004088924,0.000000000,,,,,
1778157009.212588,,,,1778157009.212352037,-1.582172171,0.603063555,-0.015608418,0.166118557
1778157009.213622,-0.264735008,0.002904879,0.000000000,,,,,
1778157009.213660,,,,1778157009.213409662,-1.581546927,0.602788958,-0.015436109,0.166121570
1778157009.214505,-0.269183490,0.001598521,0.000000000,,,,,
1778157009.214532,,,,1778157009.214348793,-1.580947077,0.602520968,-0.015270722,0.166123162
1778157009.215597,-0.273448950,0.000346520,0.000000000,,,,,
1778157009.215699,,,,1778157009.215433598,-1.580319065,0.602235815,-0.015097488,0.166123523
1778157009.216556,-0.277912242,-0.000963245,0.000000000,,,,,
1778157009.216584,,,,1778157009.216385365,-1.579720746,0.601959584,-0.014932370,0.166122566
1778157009.217578,-0.282162149,-0.002209754,0.000000000,,,,,
1778157009.217609,,,,1778157009.217407942,-1.579116607,0.601676267,-0.014765570,0.166120347
1778157009.218604,-0.286451082,-0.003467291,0.000000000,,,,,
1778157009.218637,,,,1778157009.218437433,-1.578508874,0.601386793,-0.014597700,0.166116843
1778157009.219600,-0.290763190,-0.004731184,0.000000000,,,,,
1778157009.219638,,,,1778157009.219395399,-1.577923279,0.601103531,-0.014435873,0.166112234
1778157009.220648,-0.294915975,-0.005947811,0.000000000,,,,,
1778157009.220683,,,,1778157009.220470190,-1.577302678,0.600798895,-0.014264293,0.166106090
1778157009.221523,-0.299314631,-0.007236218,0.000000000,,,,,
1778157009.221563,,,,1778157009.221355915,-1.576726671,0.600511794,-0.014104972,0.166099149
1778157009.222534,-0.303394976,-0.008430698,0.000000000,,,,,
1778157009.222563,,,,1778157009.222380638,-1.576113776,0.600201983,-0.013935369,0.166090540
1778157009.223602,-0.307734321,-0.009700768,0.000000000,,,,,
1778157009.223633,,,,1778157009.223439455,-1.575498229,0.599886215,-0.013764952,0.166080586
1778157009.224614,-0.312090015,-0.010975161,0.000000000,,,,,
1778157009.224645,,,,1778157009.224412918,-1.574918589,0.599584507,-0.013604406,0.166069976
1778157009.225543,-0.316189362,-0.012173907,0.000000000,,,,,
1778157009.225569,,,,1778157009.225366831,-1.574333589,0.599275849,-0.013442304,0.166058092
1778157009.226529,-0.320324425,-0.013382701,0.000000000,,,,,
1778157009.226559,,,,1778157009.226363659,-1.573728796,0.598952401,-0.013274640,0.166044579
1778157009.227529,-0.324597086,-0.014631387,0.000000000,,,,,
1778157009.227556,,,,1778157009.227365971,-1.573128203,0.598626738,-0.013108065,0.166029900
1778157009.228534,-0.328837727,-0.015870232,0.000000000,,,,,
1778157009.228559,,,,1778157009.228358030,-1.572531885,0.598298989,-0.012942601,0.166014082
1778157009.229540,-0.333045863,-0.017099105,0.000000000,,,,,
1778157009.229571,,,,1778157009.229372978,-1.571928268,0.597962794,-0.012775034,0.165996821
1778157009.230533,-0.337303159,-0.018341922,0.000000000,,,,,
1778157009.230576,,,,1778157009.230391979,-1.571338200,0.597629759,-0.012611156,0.165978711
1778157009.231568,-0.341462586,-0.019555643,0.000000000,,,,,
1778157009.231603,,,,1778157009.231421709,-1.570741433,0.597288594,-0.012445341,0.165959173
1778157009.232508,-0.345666938,-0.020782067,0.000000000,,,,,
1778157009.232542,,,,1778157009.232383251,-1.570166110,0.596955453,-0.012285415,0.165939144
1778157009.233519,-0.349717988,-0.021963225,0.000000000,,,,,
1778157009.233557,,,,1778157009.233309984,-1.569579071,0.596611347,-0.012122160,0.165917533
1778157009.234616,-0.353849306,-0.023167427,0.000000000,,,,,
1778157009.234653,,,,1778157009.234401464,-1.568926865,0.596224273,-0.011940692,0.165892190
1778157009.235585,-0.358436636,-0.024504467,0.000000000,,,,,
1778157009.235621,,,,1778157009.235389709,-1.568340895,0.595871792,-0.011777580,0.165868093
1778157009.236641,-0.362555670,-0.025704163,0.000000000,,,,,
1778157009.236681,,,,1778157009.236428976,-1.567743318,0.595507977,-0.011611161,0.165842300
1778157009.237550,-0.366753964,-0.026926570,0.000000000,,,,,
1778157009.237582,,,,1778157009.237340927,-1.567189057,0.595166430,-0.011456740,0.165817224
1778157009.238585,-0.370645809,-0.028059105,0.000000000,,,,,
1778157009.238617,,,,1778157009.238391638,-1.566560790,0.594774913,-0.011281618,0.165787584
1778157009.239633,-0.375054886,-0.029342164,0.000000000,,,,,
1778157009.239670,,,,1778157009.239418507,-1.565962120,0.594397162,-0.011114668,0.165758031
1778157009.240542,-0.379253814,-0.030563425,0.000000000,,,,,
1778157009.240576,,,,1778157009.240342617,-1.565405885,0.594042046,-0.010959486,0.165729413
1778157009.241586,-0.383152941,-0.031696848,0.000000000,,,,,
1778157009.241619,,,,1778157009.241380453,-1.564784151,0.593640760,-0.010785949,0.165696216
1778157009.242650,-0.387508820,-0.032963002,0.000000000,,,,,
1778157009.242683,,,,1778157009.242404222,-1.564188255,0.593251524,-0.010619547,0.165663106
1778157009.243566,-0.391681236,-0.034175215,0.000000000,,,,,
1778157009.243599,,,,1778157009.243356228,-1.563627519,0.592881079,-0.010462896,0.165630784
1778157009.244587,-0.395605282,-0.035314665,0.000000000,,,,,
1778157009.244621,,,,1778157009.244388580,-1.563001601,0.592463135,-0.010287952,0.165593475
1778157009.245572,-0.399983015,-0.036585812,0.000000000,,,,,
1778157009.245709,,,,1778157009.245402813,-1.562408211,0.592062255,-0.010122024,0.165556807
1778157009.246683,-0.404130802,-0.037789541,0.000000000,,,,,
1778157009.246733,,,,1778157009.246407270,-1.561833922,0.591669996,-0.009961366,0.165520128
1778157009.247535,-0.408142806,-0.038953339,0.000000000,,,,,
1778157009.247575,,,,1778157009.247399092,-1.561242144,0.591261497,-0.009795741,0.165481141
1778157009.248505,-0.412274659,-0.040151583,0.000000000,,,,,
1778157009.248661,,,,1778157009.248391151,-1.560645665,0.590845291,-0.009628723,0.165440606
1778157009.249551,-0.416436952,-0.041358248,0.000000000,,,,,
1778157009.249576,,,,1778157009.249341726,-1.560076346,0.590443753,-0.009469240,0.165400728
1778157009.250587,-0.420407447,-0.042508743,0.000000000,,,,,
1778157009.250616,,,,1778157009.250360727,-1.559490041,0.590025997,-0.009304924,0.165358487
1778157009.251600,-0.424494112,-0.043692589,0.000000000,,,,,
1778157009.251636,,,,1778157009.251402378,-1.558865650,0.589576436,-0.009129850,0.165312214
1778157009.252522,-0.428843699,-0.044952383,0.000000000,,,,,
1778157009.252554,,,,1778157009.252342224,-1.558311716,0.589173242,-0.008974465,0.165269951
1778157009.253654,-0.432700204,-0.046068562,0.000000000,,,,,
1778157009.253689,,,,1778157009.253415346,-1.557687205,0.588714232,-0.008799198,0.165221081
1778157009.254538,-0.437045587,-0.047326245,0.000000000,,,,,
1778157009.254565,,,,1778157009.254372358,-1.557118569,0.588291789,-0.008639541,0.165175336
1778157009.255524,-0.440999835,-0.048469982,0.000000000,,,,,
1778157009.255548,,,,1778157009.255371809,-1.556525431,0.587846820,-0.008472928,0.165126430
1778157009.256531,-0.445122110,-0.049662056,0.000000000,,,,,
1778157009.256564,,,,1778157009.256358624,-1.555929141,0.587394957,-0.008305353,0.165076015
1778157009.257613,-0.449263845,-0.050859350,0.000000000,,,,,
1778157009.257644,,,,1778157009.257395744,-1.555340676,0.586944529,-0.008139900,0.165025024
1778157009.258583,-0.453348813,-0.052039770,0.000000000,,,,,
1778157009.258612,,,,1778157009.258408308,-1.554766732,0.586500887,-0.007978458,0.164974099
1778157009.259543,-0.457330661,-0.053189907,0.000000000,,,,,
1778157009.259567,,,,1778157009.259360790,-1.554163344,0.586030010,-0.007808654,0.164919333
1778157009.260548,-0.461514332,-0.054398105,0.000000000,,,,,
1778157009.260597,,,,1778157009.260377407,-1.553575737,0.585566888,-0.007643215,0.164864746
1778157009.261550,-0.465586135,-0.055573486,0.000000000,,,,,
1778157009.261574,,,,1778157009.261375904,-1.552991390,0.585101902,-0.007478618,0.164809244
1778157009.262757,-0.469632954,-0.056741232,0.000000000,,,,,
1778157009.262847,,,,1778157009.262552977,-1.552304221,0.584549824,-0.007284955,0.164742542
1778157009.263827,-0.474388859,-0.058113817,0.000000000,,,,,
1778157009.263858,,,,1778157009.263374329,-1.551859459,0.584188656,-0.007159564,0.164698298
1778157009.264523,-0.477465195,-0.059000241,0.000000000,,,,,
1778157009.264542,,,,1778157009.264368296,-1.551270699,0.583707058,-0.006993501,0.164638787
1778157009.265592,-0.481535463,-0.060173603,0.000000000,,,,,
1778157009.265619,,,,1778157009.265388489,-1.550686412,0.583224646,-0.006828622,0.164578504
1778157009.266601,-0.485572394,-0.061336932,0.000000000,,,,,
1778157009.266626,,,,1778157009.266405106,-1.550058921,0.582701750,-0.006651464,0.164512452
1778157009.267597,-0.489905159,-0.062585362,0.000000000,,,,,
1778157009.267632,,,,1778157009.267429590,-1.549474911,0.582210330,-0.006486506,0.164449673
1778157009.268536,-0.493935155,-0.063745878,0.000000000,,,,,
1778157009.268574,,,,1778157009.268387079,-1.548921832,0.581740730,-0.006330217,0.164389068
1778157009.269482,-0.497749460,-0.064843745,0.000000000,,,,,
1778157009.269507,,,,1778157009.269349337,-1.548362675,0.581261910,-0.006172139,0.164326690
1778157009.270540,-0.501603456,-0.065952726,0.000000000,,,,,
1778157009.270577,,,,1778157009.270389557,-1.547784032,0.580762137,-0.006008478,0.164260978
1778157009.271498,-0.505589413,-0.067099432,0.000000000,,,,,
1778157009.271524,,,,1778157009.271327734,-1.547200352,0.580253562,-0.005843314,0.164193482
1778157009.272574,-0.509607638,-0.068255074,0.000000000,,,,,
1778157009.272600,,,,1778157009.272415638,-1.546564090,0.579694225,-0.005663181,0.164118567
1778157009.273540,-0.513985081,-0.069513954,0.000000000,,,,,
1778157009.273564,,,,1778157009.273368120,-1.546012008,0.579204309,-0.005506811,0.164052308
1778157009.274581,-0.517780959,-0.070604726,0.000000000,,,,,
1778157009.274606,,,,1778157009.274400234,-1.545415671,0.578670720,-0.005337825,0.163979548
1778157009.275588,-0.521878663,-0.071782141,0.000000000,,,,,
1778157009.275611,,,,1778157009.275391817,-1.544841550,0.578152481,-0.005175060,0.163908266
1778157009.276537,-0.525821255,-0.072914486,0.000000000,,,,,
1778157009.276563,,,,1778157009.276364565,-1.544277595,0.577639117,-0.005015104,0.163837079
1778157009.277531,-0.529691685,-0.074025701,0.000000000,,,,,
1778157009.277557,,,,1778157009.277363777,-1.543703429,0.577112129,-0.004852176,0.163763431
1778157009.278544,-0.533629818,-0.075156070,0.000000000,,,,,
1778157009.278570,,,,1778157009.278377771,-1.543119074,0.576571295,-0.004686279,0.163687261
1778157009.279644,-0.537635354,-0.076305493,0.000000000,,,,,
1778157009.279684,,,,1778157009.279381752,-1.542554480,0.576044347,-0.004525919,0.163612472
1778157009.280606,-0.541503039,-0.077414898,0.000000000,,,,,
1778157009.280647,,,,1778157009.280410290,-1.541980357,0.575504143,-0.004362776,0.163535243
1778157009.281486,-0.545433598,-0.078542058,0.000000000,,,,,
1778157009.281519,,,,1778157009.281336546,-1.541428494,0.574980639,-0.004205889,0.163459859
1778157009.282651,-0.549209444,-0.079624400,0.000000000,,,,,
1778157009.282685,,,,1778157009.282423258,-1.540824119,0.574402772,-0.004033987,0.163376079
1778157009.283552,-0.553342016,-0.080808985,0.000000000,,,,,
1778157009.283584,,,,1778157009.283375978,-1.540263444,0.573862145,-0.003874443,0.163297127
1778157009.284562,-0.557173321,-0.081906615,0.000000000,,,,,
1778157009.284592,,,,1778157009.284395695,-1.539666551,0.573282024,-0.003704509,0.163211847
1778157009.285547,-0.561249554,-0.083074303,0.000000000,,,,,
1778157009.285584,,,,1778157009.285382271,-1.539099547,0.572726383,-0.003543009,0.163129603
1778157009.286669,-0.565119184,-0.084182294,0.000000000,,,,,
1778157009.286728,,,,1778157009.286405563,-1.538539416,0.572173157,-0.003383394,0.163047192
1778157009.287544,-0.568939534,-0.085275824,0.000000000,,,,,
1778157009.287576,,,,1778157009.287369490,-1.537985870,0.571622210,-0.003225583,0.162964613
1778157009.288563,-0.572712636,-0.086355492,0.000000000,,,,,
1778157009.288596,,,,1778157009.288356066,-1.537388334,0.571022905,-0.003055146,0.162874248
1778157009.289526,-0.576783005,-0.087520180,0.000000000,,,,,
1778157009.289556,,,,1778157009.289350748,-1.536846025,0.570474599,-0.002900392,0.162791049
1778157009.290589,-0.580474810,-0.088575922,0.000000000,,,,,
1778157009.290620,,,,1778157009.290397167,-1.536238431,0.569855683,-0.002726921,0.162696607
1778157009.291526,-0.584608400,-0.089758110,0.000000000,,,,,
1778157009.291549,,,,1778157009.291353464,-1.535689481,0.569291964,-0.002570122,0.162610057
1778157009.292570,-0.588340580,-0.090824844,0.000000000,,,,,
1778157009.292595,,,,1778157009.292378426,-1.535104504,0.568686769,-0.002402949,0.162516630
1778157009.293532,-0.592315174,-0.091960794,0.000000000,,,,,
1778157009.293555,,,,1778157009.293363333,-1.534545255,0.568103687,-0.002243055,0.162426103
1778157009.294655,-0.596112476,-0.093045623,0.000000000,,,,,
1778157009.294679,,,,1778157009.294458389,-1.533963624,0.567492723,-0.002076680,0.162330739
1778157009.295567,-0.600059206,-0.094172989,0.000000000,,,,,
1778157009.295591,,,,1778157009.295389891,-1.533395784,0.566891660,-0.001914172,0.162236408
1778157009.296592,-0.603909820,-0.095272523,0.000000000,,,,,
1778157009.296647,,,,1778157009.296404839,-1.532870102,0.566331096,-0.001763663,0.162147974
1778157009.297505,-0.607472306,-0.096289287,0.000000000,,,,,
1778157009.297547,,,,1778157009.297378302,-1.532284467,0.565702220,-0.001595904,0.162048292
1778157009.298535,-0.611438564,-0.097421404,0.000000000,,,,,
1778157009.298570,,,,1778157009.298370123,-1.531720904,0.565092436,-0.001434392,0.161951134
1778157009.299559,-0.615252800,-0.098509713,0.000000000,,,,,
1778157009.299585,,,,1778157009.299395084,-1.531138073,0.564457155,-0.001267274,0.161849418
1778157009.300620,-0.619194823,-0.099634330,0.000000000,,,,,
1778157009.300645,,,,1778157009.300440073,-1.530541620,0.563802102,-0.001096163,0.161744013
1778157009.301552,-0.623226209,-0.100784240,0.000000000,,,,,
1778157009.301576,,,,1778157009.301369667,-1.530019535,0.563224398,-0.000946320,0.161650591
1778157009.302538,-0.626752614,-0.101789435,0.000000000,,,,,
1778157009.302573,,,,1778157009.302373409,-1.529454237,0.562594634,-0.000783995,0.161548312
1778157009.303555,-0.630568467,-0.102877170,0.000000000,,,,,
1778157009.303581,,,,1778157009.303375721,-1.528893562,0.561965513,-0.000622920,0.161445671
1778157009.304549,-0.634350606,-0.103955018,0.000000000,,,,,
1778157009.304574,,,,1778157009.304385424,-1.528326326,0.561324482,-0.000459880,0.161340622
1778157009.305567,-0.638174439,-0.105044544,0.000000000,,,,,
1778157009.305592,,,,1778157009.305394650,-1.527760816,0.560680811,-0.000297257,0.161234672
1778157009.306508,-0.641984061,-0.106129766,0.000000000,,,,,
1778157009.306548,,,,1778157009.306381464,-1.527205727,0.560044507,-0.000137553,0.161129481
1778157009.307551,-0.645720982,-0.107193981,0.000000000,,,,,
1778157009.307584,,,,1778157009.307377815,-1.526650136,0.559403187,0.000022372,0.161023018
1778157009.308559,-0.649458776,-0.108258224,0.000000000,,,,,
1778157009.308596,,,,1778157009.308384657,-1.526087728,0.558749476,0.000184340,0.160914051
1778157009.309553,-0.653239886,-0.109334619,0.000000000,,,,,
1778157009.309584,,,,1778157009.309381962,-1.525531372,0.558098275,0.000344643,0.160805058
1778157009.310555,-0.656977769,-0.110398451,0.000000000,,,,,
1778157009.310591,,,,1778157009.310381889,-1.524973836,0.557441186,0.000505365,0.160694641
1778157009.311553,-0.660721041,-0.111463612,0.000000000,,,,,
1778157009.311579,,,,1778157009.311384916,-1.524417321,0.556780780,0.000665872,0.160583230
1778157009.312524,-0.664454913,-0.112525884,0.000000000,,,,,
1778157009.312562,,,,1778157009.312377453,-1.523861744,0.556116970,0.000826187,0.160470813
1778157009.313650,-0.668179947,-0.113585432,0.000000000,,,,,
1778157009.313710,,,,1778157009.313426733,-1.523319826,0.555465087,0.000982636,0.160359998
1778157009.314619,-0.671810929,-0.114617953,0.000000000,,,,,
1778157009.314659,,,,1778157009.314436197,-1.522760323,0.554787565,0.001144242,0.160244406
1778157009.315567,-0.675557185,-0.115683176,0.000000000,,,,,
1778157009.315616,,,,1778157009.315367937,-1.522212970,0.554120258,0.001302417,0.160130136
1778157009.316594,-0.679219561,-0.116724285,0.000000000,,,,,
1778157009.316628,,,,1778157009.316385031,-1.521644443,0.553422501,0.001466794,0.160010226
1778157009.317575,-0.683020960,-0.117804868,0.000000000,,,,,
1778157009.317603,,,,1778157009.317379713,-1.521092167,0.552740054,0.001626552,0.159892520
1778157009.318588,-0.686711090,-0.118853535,0.000000000,,,,,
1778157009.318612,,,,1778157009.318379879,-1.520539593,0.552052693,0.001786477,0.159773554
1778157009.319589,-0.690400647,-0.119901871,0.000000000,,,,,
1778157009.319615,,,,1778157009.319384575,-1.519993682,0.551369128,0.001944551,0.159654839
1778157009.320501,-0.694043165,-0.120936635,0.000000000,,,,,
1778157009.320639,,,,1778157009.320369959,-1.519467229,0.550705650,0.002097064,0.159539228
1778157009.321552,-0.697553449,-0.121933565,0.000000000,,,,,
1778157009.321579,,,,1778157009.321366787,-1.518892902,0.549977212,0.002263534,0.159411896
1778157009.322601,-0.701380260,-0.123020555,0.000000000,,,,,
1778157009.322633,,,,1778157009.322398901,-1.518336464,0.549266675,0.002424901,0.159287270
1778157009.323560,-0.705085173,-0.124072644,0.000000000,,,,,
1778157009.323593,,,,1778157009.323364973,-1.517824329,0.548608467,0.002573490,0.159171446
1778157009.324574,-0.708492745,-0.125039896,0.000000000,,,,,
1778157009.324608,,,,1778157009.324370861,-1.517251221,0.547867332,0.002739858,0.159040645
1778157009.325572,-0.712303333,-0.126121822,0.000000000,,,,,
1778157009.325605,,,,1778157009.325372696,-1.516705190,0.547156494,0.002898446,0.158914783
1778157009.326581,-0.715931230,-0.127151564,0.000000000,,,,,
1778157009.326674,,,,1778157009.326381683,-1.516155382,0.546436146,0.003058212,0.158786847
1778157009.327559,-0.719581591,-0.128187579,0.000000000,,,,,
1778157009.327591,,,,1778157009.327359676,-1.515636785,0.545752369,0.003208983,0.158665037
1778157009.328584,-0.723022314,-0.129163789,0.000000000,,,,,
1778157009.328617,,,,1778157009.328385592,-1.515063123,0.544991310,0.003375852,0.158529078
1778157009.329521,-0.726825625,-0.130243136,0.000000000,,,,,
1778157009.329638,,,,1778157009.329375029,-1.514524000,0.544271359,0.003532753,0.158400067
1778157009.330751,-0.730397298,-0.131256408,0.000000000,,,,,
1778157009.330793,,,,1778157009.330443144,-1.513982130,0.543543211,0.003690535,0.158269215
1778157009.331556,-0.733984571,-0.132274022,0.000000000,,,,,
1778157009.331585,,,,1778157009.331402063,-1.513441809,0.542812595,0.003847947,0.158137548
1778157009.332577,-0.737558995,-0.133287884,0.000000000,,,,,
1778157009.332620,,,,1778157009.332360268,-1.512891605,0.542063960,0.004008322,0.158002259
1778157009.333597,-0.741196112,-0.134319502,0.000000000,,,,,
1778157009.333631,,,,1778157009.333390236,-1.512337695,0.541305505,0.004169863,0.157864811
1778157009.334597,-0.744854987,-0.135357228,0.000000000,,,,,
1778157009.334629,,,,1778157009.334387302,-1.511798161,0.540562067,0.004327292,0.157729712
1778157009.335581,-0.748416237,-0.136367089,0.000000000,,,,,
1778157009.335615,,,,1778157009.335369110,-1.511296453,0.539866550,0.004473756,0.157602983
1778157009.336528,-0.751725455,-0.137305182,0.000000000,,,,,
1778157009.336560,,,,1778157009.336358547,-1.510755498,0.539112254,0.004631759,0.157465209
1778157009.337551,-0.755290978,-0.138316134,0.000000000,,,,,
1778157009.337575,,,,1778157009.337359667,-1.510217418,0.538357353,0.004789005,0.157326964
1778157009.338511,-0.758834895,-0.139320879,0.000000000,,,,,
1778157009.338536,,,,1778157009.338350534,-1.509663211,0.537575040,0.004951052,0.157183332
1778157009.339558,-0.762482255,-0.140355006,0.000000000,,,,,
1778157009.339582,,,,1778157009.339365482,-1.509120188,0.536803725,0.005109912,0.157041351
1778157009.340588,-0.766053265,-0.141367358,0.000000000,,,,,
1778157009.340611,,,,1778157009.340405226,-1.508568730,0.536015601,0.005271329,0.156895911
1778157009.341667,-0.769676960,-0.142394659,0.000000000,,,,,
1778157009.341692,,,,1778157009.341416359,-1.508037859,0.535252225,0.005426800,0.156754682
1778157009.342529,-0.773162697,-0.143382675,0.000000000,,,,,
1778157009.342554,,,,1778157009.342352629,-1.507536809,0.534527485,0.005573611,0.156620280
1778157009.343562,-0.776450226,-0.144314296,0.000000000,,,,,
1778157009.343585,,,,1778157009.343385935,-1.506979310,0.533716436,0.005737053,0.156469535
1778157009.344594,-0.780105353,-0.145350465,0.000000000,,,,,
1778157009.344627,,,,1778157009.344402790,-1.506446026,0.532935821,0.005893479,0.156324089
1778157009.345573,-0.783598984,-0.146340669,0.000000000,,,,,
1778157009.345600,,,,1778157009.345395327,-1.505904258,0.532138041,0.006052481,0.156175100
1778157009.346766,-0.787145443,-0.147345894,0.000000000,,,,,
1778157009.346806,,,,1778157009.346405506,-1.505386527,0.531371102,0.006204507,0.156031537
1778157009.347656,-0.790531942,-0.148305616,0.000000000,,,,,
1778157009.347682,,,,1778157009.347484827,-1.504850163,0.530571939,0.006362090,0.155881612
1778157009.348497,-0.794037627,-0.149299249,0.000000000,,,,,
1778157009.348537,,,,1778157009.348371029,-1.504345330,0.529815343,0.006510486,0.155739353
1778157009.349534,-0.797334704,-0.150233557,0.000000000,,,,,
1778157009.349578,,,,1778157009.349339247,-1.503819294,0.529022511,0.006665198,0.155589967
1778157009.350495,-0.800767635,-0.151206526,0.000000000,,,,,
1778157009.350530,,,,1778157009.350350618,-1.503270486,0.528190484,0.006826698,0.155432858
1778157009.351520,-0.804346330,-0.152220995,0.000000000,,,,,
1778157009.351555,,,,1778157009.351354361,-1.502739948,0.527381325,0.006982907,0.155279726
1778157009.352511,-0.807803096,-0.153200801,0.000000000,,,,,
1778157009.352545,,,,1778157009.352343559,-1.502217810,0.526580336,0.007136726,0.155127818
1778157009.353543,-0.811202454,-0.154164313,0.000000000,,,,,
1778157009.353582,,,,1778157009.353373528,-1.501684344,0.525757239,0.007293970,0.154971393
1778157009.354577,-0.814672796,-0.155148069,0.000000000,,,,,
1778157009.354599,,,,1778157009.354361534,-1.501181965,0.524977636,0.007442128,0.154822924
1778157009.355535,-0.817938343,-0.156073611,0.000000000,,,,,
1778157009.355558,,,,1778157009.355373383,-1.500630873,0.524117600,0.007604747,0.154658818
1778157009.356576,-0.821517651,-0.157088499,0.000000000,,,,,
1778157009.356602,,,,1778157009.356404543,-1.500092015,0.523271613,0.007763845,0.154497050
1778157009.357529,-0.825014571,-0.158080003,0.000000000,,,,,
1778157009.357561,,,,1778157009.357372522,-1.499587127,0.522474368,0.007912995,0.154344291
1778157009.358621,-0.828288416,-0.159008095,0.000000000,,,,,
1778157009.358660,,,,1778157009.358417749,-1.499051823,0.521624359,0.008071219,0.154181113
1778157009.359553,-0.831756674,-0.159991600,0.000000000,,,,,
1778157009.359584,,,,1778157009.359391928,-1.498534185,0.520797649,0.008224307,0.154022092
1778157009.360555,-0.835107727,-0.160941830,0.000000000,,,,,
1778157009.360588,,,,1778157009.360388279,-1.498013761,0.519961798,0.008378304,0.153861007
1778157009.361560,-0.838474075,-0.161896507,0.000000000,,,,,
1778157009.361593,,,,1778157009.361379147,-1.497501710,0.519134765,0.008529908,0.153701320
1778157009.362791,-0.841783562,-0.162835098,0.000000000,,,,,
1778157009.362828,,,,1778157009.362561464,-1.496889386,0.518139967,0.008711321,0.153508886
1778157009.363545,-0.845737563,-0.163957449,0.000000000,,,,,
1778157009.363581,,,,1778157009.363373041,-1.496478001,0.517467609,0.008833257,0.153378540
1778157009.364609,-0.848391913,-0.164709840,0.000000000,,,,,
1778157009.364713,,,,1778157009.364477158,-1.495961046,0.516618665,0.008986570,0.153213723
1778157009.365485,-0.851724899,-0.165655460,0.000000000,,,,,
1778157009.365507,,,,1778157009.365351915,-1.495449367,0.515773702,0.009138404,0.153049383
1778157009.366632,-0.855021131,-0.166590740,0.000000000,,,,,
1778157009.366666,,,,1778157009.366423607,-1.494894510,0.514852244,0.009303152,0.152869847
1778157009.367537,-0.858592403,-0.167604542,0.000000000,,,,,
1778157009.367569,,,,1778157009.367336988,-1.494437671,0.514089266,0.009438866,0.152720908
1778157009.368575,-0.861530400,-0.168438069,0.000000000,,,,,
1778157009.368609,,,,1778157009.368379831,-1.493889823,0.513169516,0.009601715,0.152541087
1778157009.369588,-0.865050735,-0.169437664,0.000000000,,,,,
1778157009.369622,,,,1778157009.369441271,-1.493347270,0.512253298,0.009763089,0.152361627
1778157009.370513,-0.868533907,-0.170426838,0.000000000,,,,,
1778157009.370551,,,,1778157009.370321274,-1.492906598,0.511505039,0.009894225,0.152214801
1778157009.371548,-0.871360729,-0.171229117,0.000000000,,,,,
1778157009.371585,,,,1778157009.371369839,-1.492370440,0.510590044,0.010053873,0.152034998
1778157009.372553,-0.874797223,-0.172205327,0.000000000,,,,,
1778157009.372578,,,,1778157009.372358322,-1.491878073,0.509745070,0.010200565,0.151868663
1778157009.373612,-0.877950330,-0.173100899,0.000000000,,,,,
1778157009.373648,,,,1778157009.373418331,-1.491335352,0.508808604,0.010362359,0.151684025
1778157009.374555,-0.881422824,-0.174087777,0.000000000,,,,,
1778157009.374580,,,,1778157009.374364138,-1.490846390,0.507960147,0.010508208,0.151516448
1778157009.375560,-0.884548632,-0.174975935,0.000000000,,,,,
1778157009.375584,,,,1778157009.375369549,-1.490353679,0.507100699,0.010655260,0.151346437
1778157009.376640,-0.887695755,-0.175870365,0.000000000,,,,,
1778157009.376668,,,,1778157009.376432419,-1.489817362,0.506160114,0.010815426,0.151160089
1778157009.377633,-0.891118340,-0.176843645,0.000000000,,,,,
1778157009.377677,,,,1778157009.377390862,-1.489322438,0.505287273,0.010963316,0.150986872
1778157009.378566,-0.894273962,-0.177740922,0.000000000,,,,,
1778157009.378591,,,,1778157009.378378630,-1.488806121,0.504371820,0.011117693,0.150804922
1778157009.379640,-0.897563069,-0.178676544,0.000000000,,,,,
1778157009.379687,,,,1778157009.379415989,-1.488293542,0.503457996,0.011271044,0.150623008
1778157009.380575,-0.900825416,-0.179604763,0.000000000,,,,,
1778157009.380614,,,,1778157009.380412340,-1.487817205,0.502604250,0.011413634,0.150452790
1778157009.381551,-0.903854470,-0.180466570,0.000000000,,,,,
1778157009.381582,,,,1778157009.381382227,-1.487305391,0.501682140,0.011566938,0.150268679
1778157009.382529,-0.907106242,-0.181392260,0.000000000,,,,,
1778157009.382562,,,,1778157009.382353544,-1.486817782,0.500798925,0.011713077,0.150092064
1778157009.383693,-0.910201469,-0.182273455,0.000000000,,,,,
1778157009.383740,,,,1778157009.383430958,-1.486308345,0.499871307,0.011865852,0.149906302
1778157009.384543,-0.913432332,-0.183193695,0.000000000,,,,,
